,tweets
3064,#Flipkart  all oriflame which i recieved are duplicate. #oriflame #Flipkart  selling duplicate products and also used products
3065,"@sampuri @TechnologyJock @Flipkart And it's not only Punjab Police, it's whole india police that is biased and is of no use"
3066,@flipkartsupport @_Kalyan_K you guys stop giving me robotic reply and issue my refund. #flipkart #Walmart @WaltonFamilyFdn @walmartindia @WalmartWorld
3067,"@Flipkart in white shirt shopping link,shoes picture is showing in display.kindly check this https://t.co/b1OZFfIQIK"
3068,@balu_twits @sarankumars @OnePlus_IN @OnePlus_Support @amazonIN @SamsungIndia @Flipkart Then let's better go to @Flipkart
3069,"Philips HTL2060/94 60 W Bluetooth Soundbar(Black, 2.1 Channel) Rs.4499 @ Flipkart

https://t.co/GK5MsU5G6T"
3070,@sampuri @TechnologyJock @Flipkart Complain in police and wait for 2 days. If there is no resolution then technology will help you. Tag every higher authority possible along with punjab police. You surely will get solution and also keep contacting flipkart through call
3071,@Flipkart is no more credible to their customers as they are cheating their customers showing fake offers.
3072,"I am loosing 8000 because booked flight via @Flipkart and 
@IndiGo6E cancelled it. and now I am have to loose 8K ? please help @DGCAIndia this is loot https://t.co/i3P9rBhy9r"
3073,@Flipkart Hey @Flipkart We can shop but are you able to deliver the products. It's been 18 days that to place order but it has not been dispatched. No care of customer satisfaction. Why you have big billion days if you can't deliver products.@CandereByKalyan #Flipkart #bigbilliondays https://t.co/wbAL7iTY81
3074,"@somanathmud Sorry to hear that. We understand your concern here. Request you to write to travelhelp@flipkart.com or you can get in touch with Flipkart Travel Desk on 1800 258 3535. Also, this is not a toll-free number, standard operating charges will be applied. (1/2)"
3075,@_Kalyan_K @Flipkart @FlipkartStories @WorkAtFlipkart Online scammers
3076,@_Kalyan_K @Flipkart Your digital business is a scam.
3077,Again and again same problem of Flipkart customer service also. He doesn't listen customer problem. he wants only sales.
3078,@Flipkart @FlipkartVideo Hey @Flipkart We can shop but are you able to deliver the products. It's been 18 days that to place order but it has not been dispatched. No care of customer satisfaction. Why you have big billion days if you can't deliver products.@CandereByKalyan #Flipkart #bigbilliondays https://t.co/PBoLJxgUgH
3079,@Flipkart @_Kalyan_K Fake news fake ads fake promotions fake discounts fake products cheap quality that's what your sell
3080,"@neeran @mukulneetika @ManishManke I have mixed feelings about trusting a bank's app vs trusting Google/Flipkart/PayTm. Different possible failure modes for both. 

(In any case, I'm certainly not connecting any of them to my primary bank account.)"
3081,"RT @dealsnow10: Tri-Activ 72% Alcohol Based Instant Hand Sanitizer Pump Dispenser  (2 x 500 ml)
₹379
normally if you buy it in offline it w…"
3082,"@realmecareIN 
@MadhavSheth1 
@FrancisRealme 
@Flipkart 
@C4ETech 
I have pre-ordered realme tv sled on 25th of oct.I preordered at Rs.39,999.
But now the product is hyped to Rs 42,999.Flipkart is saying that i want to cancel the order and order with highPrice #hypedorderprice https://t.co/YPi8ijiuxN"
3083,"RT @dealsnow10: JEE MAINS reference books and previous papers at very low price get them now 
Many of them cost high if you buy from offlin…"
3084,"RT @dealsnow10: Happilo 100% Natural Premium Californian Almonds  (100 g)
Special price
₹1
Link : https://t.co/yhIyAbo2vf
supermart item ch…"
3085,"RT @dealsnow10: Madhur Sugar  (1 kg)
Special price
₹1
Link : https://t.co/nyMzuVaRJN
#Deals #Flipkart"
3086,@_Kalyan_K @Flipkart @walmartindia @Walmart @PMOIndia @PiyushGoyal @amitabhk87 @narendramodi Fake company @Flipkart @flipkartsupport running online scam selling cheap quality products cheating India #boycottflipkart
3087,@Flipkart @FlipkartSellers @flipkartsupport Please flipkart stop doing this! https://t.co/MQOHxtdLBL
3088,@Flipkart Flipkart is no more credible to their customers
3089,"RT @dealsnow10: Infinity (JBL) Tranz 300 Dual EQ Deep Bass Wireless Neckband Microphone (Charcoal Black)
Rs.899

FLIPKART SELLING AT Rs.199…"
3090,"RT @dealsnow10: boAt Rockerz 255 Pro T Wireless Earphone with ASAP Charge, Enhanced Bass &amp; Bt V5.0 (Blazing Yellow)
₹1299
link : https://t.…"
3091,@CMOfficeUP @_Kalyan_K @myogiadityanath @UPGovt @Flipkart Government should investigate these online fraud company not to support we customers are cheated by these company @Flipkart they are running online scam selling cheap quality products @flipkartsupport @jagograhakjago @BJP4UP please investigate they are already taking loans.
3092,"RT @DreemerHardik: Affiliate marketing trending in India 2020

https://t.co/ppaRvi9s9c

#morningmotivation #DigitalMarketing #ecommerce #Aa…"
3093,"RT @abhishekrulo231: @AmazonHelp @amazon @amazonIN   Now I get it, why Flipkart is much better than Amazon. At least in india in customer s…"
3094,"@SritamPatro3 To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^FC (2/2) https://t.co/5DoqNukc8t"
3095,RT @pranav_avn: Flipkart after doing this be like: https://t.co/R5g435wYYE
3096,"@flipkartsupport @Flipkart ordered a body massager machine and got delivered a fake and the machine is in not working condition. Even the packing was not done in a proper way, ths is ridiculous that flipkart is been making their customer unsatisfied. SHAME ON FLIPKART https://t.co/2SFjG2pl1z"
3097,"@VikasGu22500461 Appreciate your patience and understanding. To ensure that your Flipkart account information is safe, please DM us by clicking on the below link with the requested details. ^RP (3/3) https://t.co/5DoqNukc8t"
3098,@RedmiIndia @Flipkart @amazonIN dont purchase ever @RedmiIndia  handset....all defective.....damaged product...worst....not replacing my handset...just 3 days have purchased new handset from @Paytm @vijayshekhar @manukumarjain
3099,@flipkartsupport @Flipkart @_sachinbansal @_Kalyan_K This is last time I am trying to reach to you and taking follow up. I'll officially file a fraud complaint if this not resolved in 2 days. It's really FRUSTRATING TO TAKE FOLLOW UPS EVERYDAY DUE TO YOUR MISTAKE. (4/4) #CUSTOMERDISSATIFICATION #FRAUD
3100,"Browse FRONTLINE KIDZ EXPANDO Brief@ https://t.co/CR4VksBdcJ
Also @Flipkart : https://t.co/AasTNSLnMI
And @amazonIN : https://t.co/n2MPWCMscr
#vest #brief #trunk #kids #kidsfashion #kidswear #kidsclothing #kidsinner #kidz #kidzinner #kidzfashiontrends #kidsfashiontrends https://t.co/yOsJ09cBwh"
3101,"@ixigo @_Kalyan_K @airindiain @flipkartsupport @FlipkartStories Please contact with air india team urgently as per their request. I have sent received mail from air india but flipkart &amp; you have not responded to their request. Customer service team from flipkart have also changed their email id , show error in receiving"
3102,"@Sumantechno1 Hey, Suman! We will be back with more stocks of IN note 1 for you on 1st December 2020 at 12 noon. Don't forget to grab yours from our official website or Flipkart.🙂
Know more: https://t.co/LAoXIMfCYk"
3103,RT @athikannan_k: It's worst delivery product and promise date.. it's issue has Month issue.... not slove the issue @Flipkart @flipkartsupp…
3104,"@flipkartsupport STILL NO EMAIL OF FLIPKART 
NO HIGHER AUTHORITY CALLS .
ONLY FACTLESS CLAIMS WITHOUT ANY TIME LIMIT https://t.co/YRYCn8ZnE0"
3105,"@JBDrHiN1  shame on u flipkart, ordered a body massager machine and got delivered a fake and the machine is in not working condition. Even the packing was not done in a proper way, this is ridiculous that flipkart is been making their customer unsatisfied. SHAME ON FLIPKART https://t.co/o7tfModCBO"
3106,"@flipkartsupport STILL NO EMAIL OF FLIPKART 
NO HIGHER AUTHORITY CALLS .
ONLY FACTLESS CLAIMS WITHOUT ANY TIME LIMIT"
3107,@Flipkart @FlipkartVideo Fraud company flipkart hard money lootna bnd kro
3108,@flipkartsupport @Flipkart @Flipkart @FlipkartSupport I got a message and email on 24th saying we will contact you by 25th 12.00 PM but still haven't received anything. So WHAT THE HELL ARE YOU GUYS DOING SINCE 7 DAYS? (3/4) #FLIPKARTSUPPORT #FLIPKARTFRAUD #FRAUD https://t.co/dBKvcsoWWX
3109,"@Flipkart shame on u flipkart, ordered a body massager machine and got delivered a fake and the machine is in not working condition. Even the packing was not done in a proper way, this is ridiculous that flipkart is been making their customer unsatisfied. SHAME ON FLIPKART https://t.co/2b9nro8kcT"
3110,"@RajanCh29210932 We'd like to thank you for your patience. Also, to ensure that your Flipkart account information is safe, you can just DM us by clicking the below link. ^RK (2/2) https://t.co/5DoqNu2BgV"
3111,"@flipkartsupport @Flipkart @Flipkart @FlipkartSupport I got an email on 23rd Nov, we are not able to connect to you and we will try to contact you within next 24 hours. I replied with my numbers to contact me anytime but no response from your end till today. (2/4)
#FLIPKARTFRAUD https://t.co/6aH58fiDFT"
3112,@RedmiIndia @Flipkart @vijayshekhar @manukumarjain @PaytmMall @Paytm worst n fraud....selling all duplicate products.. @RedmiIndia sent damaged products and not replacing now....i dont want ur worst product ...damaged handset.....fooling customers....
3113,"@AimraIndia @narendramodi #BLACK DIWALI FOR MAIN LINE  RETAILERS , WHY GOVT IS SUPPORTING ONLINE COMPANY EVEN AFTER BRAKING GOVT RULES , why  is Govt Forced to support Amzone and Flipkart. Why Govt is not Supporting there own people of india , A Comman indian who has to run his family also...."
3114,"@Sai33056672 Hey! We will be back with more stocks of IN note 1 for you on 1st December 2020 at 12 noon. Don't forget to grab yours from our official website or Flipkart.🙂
Know more: https://t.co/LAoXIMfCYk"
3115,"@flipkartsupport @Flipkart @Flipkart @FlipkartSupport WHAT THE HELL ARE YOU GUYS DOING SINCE 7 DAYS? I am following up with you since 7-8 days. I called your customer care and he said Flipkart will contact you by 24 Nov. I didn't receive anything. I have recording of call. (1/4)
#FLIPKARTFRAUD"
3116,"@sarankumars @mekarthi87 @OnePlus_IN @OnePlus_Support @amazonIN @SamsungIndia Amazon has become worst. Never processed the 1250 cashback giving some stories. Flipkart was instant discount &amp; didn't face any issues. Even returned an oven &amp; got the amount credited immediately. For electronics @Flipkart is the best platform, from my personal experience"
3117,"@nityynaughty To ensure that your Flipkart account information is safe, please start a private message with us by clicking on the following link. ^UU (2/2) https://t.co/5DoqNukc8t"
3118,"@iamkhandalsunil Sorry to hear that. We understand your concern here. As per our records, we see that your Flipkart account is working fine from our end. Request you to try login through Desktop/laptop with your registered email ID (1/2)"
