,tweets
964,"https://t.co/PjlfHlNHKa

Hand Carved God Ganesha Resin Idol Sculpture Statue 

Rs.699

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/5e9EZRJT4N"
965,"https://t.co/PP6KzVpGGv

Sri Dhan Laxmi -Kuber Bhandari Yantra

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/j9xvLFbHZh"
966,"https://t.co/rmnSaX0eRP

Laxmi Ganesha Idols for Diwali Puja

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/fm1Fp32Aeb"
967,@Snapdeal_Help You should return all penalties to all the sellers.
968,"https://t.co/A2ckAdlGDv

Religious Laxmi Ganesha Idols for Diwali Puja

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/HnzSCK3Fld"
969,@snapdeal Chor company Bach me rahna Bhai log
970,"Published a new blog entry Automotive E-Commerce Market 2020 Forecast Research And Developments Analysis by Manufacturers – JD, Denso Corporation, eBay, Wal-Mart, Amazon, Alibaba Group, Taobao, Snapdeal, Tmall - The Daily Philadelphian in Car...https://t.co/0Jpm7WFNwo https://t.co/qI8uy4RPEA"
971,"https://t.co/a6Ov33UqAI

Office Puja Room Religious god Idol Shiva Lingam 3 Inch

Rs.259

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/ykb2MLhdiu"
972,"@baghumama Hi! We are here to help you out. Kindly share your query via ""Private Message"" by clicking the below link, so that we can assist you at the earliest. Thanks! Sia  https://t.co/1qRWCpRlvq"
973,"@RaviVansil2 We always request our customers to never share their personal details publicly as our page is visible to everyone. You can always reach out to us via ""Private Message"" by clicking the below link. Thanks! Sia   https://t.co/1qRWCpRlvq"
974,"RT @vsreekumarnair: *We shed tears for PakistaniGuy who is in Lovewith a Hindu girl..

Then he started his Political statement by claiming…"
975,"@RaviVansil2 Hi! Very sorry for the inconvenience caused, I’ve shared this with my team. We'll connect with you soon regarding this. Thanks! Sia"
976,"*We shed tears for PakistaniGuy who is in Lovewith a Hindu girl..

Then he started his Political statement by claiming his Wife is afraid to stay in India after NarendraModi became PM..Aamir was criticised and infact,Snapdeal was the biggest loser as Indians Uninstalled it.. (9),"
977,"“It’s about focusing on very few things and doing those few things very well” Snapdeal's @1kunalbahl tells Forbes.

https://t.co/NStBj3JKHr"
978,"https://t.co/Gdx21l25eO

 Women's Ankle Length Leggings,Free Size, Color-White

Rs.259

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/MOvFD9vttz"
979,"https://t.co/2ItmHcBGll

 Women's Ankle Length Leggings,Free Size, Color-Black

Rs.259

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/gM879if2hI"
980,"RT @neurologist_02: @amazon @amazonIN @AmazonHelp 
How can your delivery boy cancel my orders by itself. 
Worst experience ever 
Even @snap…"
981,"https://t.co/hh8lo0On1T

 Women's Ankle Length Leggings,Free Size, Color-Red

Rs.259

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/RuEfiMBX3W"
982,"https://t.co/UBhEiYxwZS

 Women's Ankle Length Leggings,Free Size, Color-Maroon

Rs.259

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/m65eMBZywo"
983,"@amazon @amazonIN @AmazonHelp 
How can your delivery boy cancel my orders by itself. 
Worst experience ever 
Even @snapdeal delivery boys ain't do such mischief. https://t.co/4Aj58TQ3TK"
984,"https://t.co/YEU5hy5N4n

 Women's Ankle Length Leggings,Free Size, Color-Skin

Rs.259

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/pNcLwo3VTz"
985,"https://t.co/NHnpiSndZx

women Full Length Legging, Free Size, Red

Rs.195

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/CJ8c99E48N"
986,@rm_rohitmahajan @forbes_india @snapdeal @MBalachandran88 @1kunalbahl Snapdeal is still mostly foreign owned. I doubt if founder even holds 10% of shares.
987,"https://t.co/S5sItKwNzF

women Full Length Legging, Free Size, Navy Blue

Rs.195

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/NUhfAJIBH6"
988,"@vamshipreetham7 Hi! Sincere apologies for the unpleasant experience. Please ""Private Message"" us the order ID by clicking on the link given below and we'll get in touch with you to discuss this. Thanks! Sia  https://t.co/1qRWCpRlvq"
989,"https://t.co/QUbLXdedvo

Women Full Length Legging, Free Size, Colour-Skin

Rs.195

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/bYVGeHdqBi"
990,One of the worst experience from @snapdeal I placed an order 7 days ago and the order was confirmed. But now I received a message saying that my order was cancelled and they even did not bother to give any reason for cancellation. This is why I prefer Amazon @1kunalbahl https://t.co/aYs0mxqQmZ
991,"https://t.co/Rl66lqNwK4

Women Full Length Legging, Free Size, Colour-White

Rs.195

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/qK55kHCM4O"
992,"https://t.co/Uo8SGfRYH9

 Soft Cotton Churidar Solid, Pink

Rs.289

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/rI73TrE2ci"
993,"https://t.co/Rq3ANoylDy

 Soft Cotton Churidar Solid, off White

Rs.289

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/7PYDyXzbXp"
994,"https://t.co/H4lYaniFhk

 Soft Cotton Churidar Solid, White

Rs.289

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/JIlHJI8JKT"
995,"https://t.co/RUTwFRi4S5

 Soft Cotton Churidar Solid, Skin

Rs.289

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/zDJ9auFGgN"
996,"https://t.co/q9drHnzBIg

 Soft Cotton Churidar Solid, Black

Rs.289

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/6SPHtIqUMf"
997,"https://t.co/wZcByiF2WI

 Soft Cotton Churidar Solid,Red

Rs.289

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/1uoyxF4svZ"
998,"https://t.co/vyTJIVGbTw

 Soft Cotton Churidar Solid,Navy Bue

Rs.289

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/OeV5caJJhU"
999,"https://t.co/HxLXTmChcY

Status of Liberty

Rs.799

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/wbraVp60bl"
1000,"https://t.co/YBTpY5oRPN

Eiffel Tower

Rs.349

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/8T9yCCPkY4"
1001,"https://t.co/PRWP8qZvVy

Shankh

Rs.599

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/yoF1u4jFMO"
1002,"https://t.co/2lRsPNrtWx

Metal Feng Shui Tortoise,Pack of 1,Golden

Rs.299

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/Z29VzswAUi"
1003,"https://t.co/HMdrscjQkv

Laddu Gopal 

Rs.799

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/mGKGIrK9U4"
1004,"https://t.co/UKrMaxdnFM

Metal Hole Punch Pliers Repair Tool

Rs.599

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/8eUXimaEXp"
1005,"Dear @snapdeal, we recieved this offer of 1 Lakh rs. today. We know it's #fraud... But how come our data is leaked with correct phone number, address...?? https://t.co/ltnEMzr9yq"
1006,@Snapdeal_Help Pathetic service continues. I shared my a/c details on Mon but you people state that You have not received my a/c details. I have shared it again today. @snapdeal https://t.co/OyXg1aelWX
1007,"Interesting that this story claims that Snapdeal has ""bounced back"" and has seen ""revenue surge"" but doesn't provide any financial numbers for FY20 https://t.co/nws9Az4LNO"
1008,"https://t.co/5MM9NaqJt2

Hear Massager

Rs.249

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/CdJeF4bUsr"
1009,"https://t.co/uWzYS7zdnO

13 Inch Teddy Bear For Kids

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/jg12jFjq3r"
1010,"https://t.co/VRpWAjcXPL

13 Inch Teddy Bear For Kids

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/nfnTwO0hem"
1011,"https://t.co/ROKDD1dnNh

13 Inch Teddy Bear For Kids

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/zCC4LiWxsb"
1012,"https://t.co/Pl8L4R99ia

13 Inch Teddy Bear For Kids

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/FILsRb2cda"
1013,"https://t.co/30SMTT6PjE

13 Inch Teddy Bear For Kids

Rs.399

Our brands believe to provide the good quality products to our customer so that customer will get satisfaction as they want. Our first priority is to provide the maximum https://t.co/RRNCl6A25i"
