,tweets
2191,@amazonIN your service is pathetic recently ordered jockey brief with packages quantity 4 in 2 different sizes but received quantity 2 of each size after talking with customer support they hung up the call in middle so because of that rude behavior I am switching to flipkar
2192,RT @MehboobAhmad1: Dear @amazonIN @amazonIN &amp; @JeffBezos my order got cancelled due to closing of your pickup-point. It's is your internal…
2193,@amazonIN Kindly take the product and refund my money. I’m suffering alot by the product i have purchased. I have never expected from Amazon to revert back to their customers in this manner and they are literally cheating. https://t.co/E0yHU5GNaY
2194,"@amazonIN 

Hoping to get the money refunded and I pray nobody should suffer from this kind of trouble. https://t.co/1WxNADfPuR"
2195,@amazon @AmazonHelp @amazonIN sucks frauds no information given to internal team delivery agent come and also they had no idea what to do for the product and denied again amazon suckers frauds cheats to cusotmers
2196,"@AmazonHelp @amazonIN @amazon @amazonprimenow @amazonnews @AmazonUK @amazon @AmazonHelp @amazonIN @AmazonUK @amazonnews @amazon Arriving today: Samsung Galaxy M31 Prime Edition (Space Black, 6GB RAM, 128GB ... will be delivered by AmzAgent(+918369737717) 👈 this msg came again imei number is not matching kindly fix and help me out ."
2197,"@AmazonHelp Hey @amazonIN @AmazonHelp is this the kind of service you provide us? It has been more than 12 hours and I haven't received a single mail, call or SMS from your side regarding the return of the defective device I received yesterday even after been assured that I'll be getting one"
2198,@amazonIN @IonExchange Amazon taught a lesson of life that whenever a product you purchased start using on the date of delivery as it rarely happens &amp; buyers becomes Scapegoat for not following this rule https://t.co/zCdDcFeBiV
2199,"RT @GowdaJaideep: @AmazonHelp @amazon @amazonIN 
A company which negates the use of online shopping by simply showing one thing and doing j…"
2200,@flipkartsupport no....plz explain me your quality standards issue plz flipkart if u know then let me know @flipkartsupport @Flipkart @_Kalyan_K @binnybansal @walmartindia @Walmart @_sachinbansal @FlipkartSellers @amazonIN
2201,RT @krusubh: Received my product with a broken seal.. Hi @amazonIN @AmazonHelp @amazon. How do you ensure quality and product genuineness w…
2202,"I don't know why @amazonIN doesn't optimize on deliveries. Multiple items out for delivery on the same day, come via different delivery persons, at different times."
2203,"@delhivery @delhivery 
Hw come the issue will get resolved that ---- always gets my order and always asks me to come and collect the order approximately 4 km away from my home..I believe u guys have 1 man army in this location

&amp; He is not afraid of any complaint
@flipkartsupport @amazonIN"
2204,@amazon The most absurd mail I recd frm you guys that Iam making a lot of returns?I wonder if your team understands the logic that when you make around 150 purchases returning 15 or so product is normal!horrible just the most weirded behaviour @amazonIN
2205,@LGIndia . It has been 2 months and 8 days to be precise since I put up a service request for a faulty monitor they gave me. Bought it on @amazonIN . They gave a phone number which no one ever answers. I’ll have to send a Legal Notice for Consumer Complaint  now.@jagograhakjago https://t.co/KXNh3vpSKQ
2206,@AmazonHelp @amazonIN @amazon @AmazonHelp @amazonIN @amazon @amazonprimenow @amazonnews @AmazonUK @amazon I was bought mobile from amazon on 12th nov and after receiving it getting overheating while use .raised complaint for replacement but delivery person is refusing to replace because imei is mismatch..Hell https://t.co/UHajWxhXU4
2207,"@AmazonHelp @amazon @amazonIN 
A company which negates the use of online shopping by simply showing one thing and doing just the opposite.
Amazon customer care just asks customer to run from pillar to post until the complaint is closed without solution.
Great ..."
2208,"Received my product with a broken seal.. Hi @amazonIN @AmazonHelp @amazon. How do you ensure quality and product genuineness when you can’t even ensure the universal law of product delivery 

“DO NOT ACCEPT IF THE SEAL IS BROKEN” 

Faith and trust both shaken in you - Prime membr https://t.co/wSZF894wfl"
2209,Thank you team @amazonin for delivering my package and making this a safe and happy festive season #DeliverThanks #Amazon #happycustomer 😇
2210,"RT @kevalvaghela_: @AmazonHelp @amazon @amazonIN @amazon, A product that is waiting for getting picked up since last 22 days. Each time pic…"
2211,"@amazonfiretv @amazon @amazonIN 

Part- 1
Bug need to removed.
While connected fire TV stick with wireless mouse and keyboard, the typing window continually pop-up.
Part-2
Your internet tool is not user friendly, all the contents r showing in mobile view, provision @googlechrome https://t.co/99WYRpX74Q"
2212,"@amazonIN 
Before PG total amount is not matching with PG.what type of cheating is this? https://t.co/GCXPLvFszG"
2213,@proudlyKAFIR @Hazimsaeed6 @taslimanasreen @amazonIN Please register your complaint with respective police station
2214,RT @NotJustNyNerd: @amazonIN Please have a look at the video where it is clear that the box inside the packaging was tampered https://t.co/…
2215,"RT @NotJustNyNerd: Please look at this video , please advise. The order was for 1.55.lakhs, I had taken a loan to buy this camera to supple…"
2216,@amazonIN ORDER # 403-0954334-8858717 this got cancelled i want my money back.  this is really annoying.  You are cheater.
2217,"RT @bibhutibhusann: My order from Amazon India placed on 29th oct2020
It has been 25 days but still the product is not shipped yet 
Order I…"
2218,"RT @NotJustNyNerd: @amazonIN  Hey Amazon, For this Diwali, I ordered a Canon 6D Mark II along with an EF 24-105mm lens. Instead I recived a…"
2219,"@AmazonHelp @amazon @amazonIN @amazon, A product that is waiting for getting picked up since last 22 days. Each time pickup is getting postponed .i am really frustrated with this pathetic service. you told me you escalated, but never resolved.order # 403-9925092-9552305."
2220,"How to make #BoycottAmazon trend? #Askingforafriend 
@AmazonHelp @amazon @amazonIN"
2221,"No, @amazonIN @amazon , I'd rather have what I actually ordered☺️☺️Nice prank btw. https://t.co/iKY3IhYbfo"
2222,"KESETKO® Steno Notebook, Shorthand Notebook, Writing Notebook, 7 inch x 5 i... https://t.co/GBsZrBCTDL via @amazonIN"
2223,@amazonIN order 407-9409507-0755504 it's been 18 day's since I'm waiting for return pick up but no response even I already had discussion with amazon CCE. https://t.co/Q0yi0aBpEZ
2224,@amazonIN why i get this type of errors? https://t.co/xZYt21cbfj
2225,RT @AnnyThakkar: My fuckboi gives better excuses than @AmazonHelp @amazonIN @amazon
2226,@AmazonHelp @amazonIN @amazon @AmazonHelp yesterday your person taniya is spoken to me and she told your imei number will update with delivery person before he come ...but when he came the imei is not updated with him. https://t.co/U1wxBiOVdf
2227,"My order from Amazon India placed on 29th oct2020
It has been 25 days but still the product is not shipped yet 
Order I'd 407-5341259-1078764
Customer mail id - kshitish97104@gmail.com
Need your help 
@amazon @amazonIN @AmazonHelp"
2228,"@amazonIN Performance team, Please review our case and reactivate my account my money is stuck for 1 month."
2229,"@AmazonHelp Order Number 171-6469274-8618745
@amazonIN"
2230,"@amazonIN @AmazonHelp 
Hello Amazon , being a prime customer I need your services in my language #मराठी, when can I get that? Or should I stop using Amazon? I am serious. https://t.co/LVs9PgoCyH"
2231,You can now book and pay for your #Indane refill through Amazon Pay. #LPG #InstantBooking https://t.co/cOpRVjIvYH
2232,My fuckboi gives better excuses than @AmazonHelp @amazonIN @amazon
2233,RT @deejay1611: @amazon @amazonIN what are these books ? Are you promoting Rape and love jehad? How will you justify selling this shit in y…
2234,"RT @AnnyThakkar: What feels like it's real but it isn't? 
@AmazonHelp @amazonIN @amazon 's customer service department!!!!"
2235,"RT @AnnyThakkar: The trashiest company in the whole wide world is @amazonIN @AmazonHelp .
Local shops se ja ke lena better hai!"
2236,RT @wtfsimran_: Me to @amazonIN : https://t.co/tfKW2c6n0q
2237,"@delhivery what kind of person you guys have Hired

@Flipkart @flipkartsupport @amazonIN 
You guys are shipping the product but the product is not getting delivered to customer... Unnecessary you guys are getting billed for the service which never getting delivered"
2238,@AmazonHelp Then why your payment team had asked me to get mail confirmation from bank and I was promised you will take responsibility of the issue and won't let me suffer. Now you backing out on your words need to be exposed.@amazonIN @AmazonHelp @JagoGrahakJagoo @ConsumersAffair
2239,@amazonIN I have an order to be delivered today. But the contact number mentioned for the delivery is currently not working. https://t.co/dIrGbfIVki
2240,RT @jaideepkarnik: So you are not bothered about your customers experience?? @amazonIN @AmazonHelp
2241,"What feels like it's real but it isn't? 
@AmazonHelp @amazonIN @amazon 's customer service department!!!!"
2242,"RT @Manisha94223879: Got wrong Product delivered from @amazonIN , customer care is not responding!!!! Very irresponsible of them @AmazonHel…"
2243,"@amazonIN 
#AmazonPayLaterQuiz
I played this interesting Quiz on Amazon FunZone with @santoshkadam21 
@Raj_05MH https://t.co/ZRqNReix0m"
2244,"The trashiest company in the whole wide world is @amazonIN @AmazonHelp .
Local shops se ja ke lena better hai!"
2245,@WORSHIP78155057 @amazon Appario is a fraud seller. N for some reason @amazonIN is colluding in this scam. M in the process of filing  a comsumer complaint
2246,"RT @pkquad52: Disappointed that there are no recharge/electricity payment offers from 2 months on Amazon app 👎.
i had to do payments from s…"
2247,Me to @amazonIN : https://t.co/tfKW2c6n0q
2248,"Dear @amazonIN @amazonIN &amp; @JeffBezos my order got cancelled due to closing of your pickup-point. It's is your internal matter why should i hold it's lose. Order id-40756321943031551
Kindly deliver this order or refund amount with compensation."
2249,RT @shreyanshshah28: It's been 4 days I am trying to get solution for this particular order I can't contect manufactureras they are not pre…
2250,"@AmazonNews_IN @amazonIN Still supplying made in china, shame on you."
2251,So you are not bothered about your customers experience?? @amazonIN @AmazonHelp
2252,"Got wrong Product delivered from @amazonIN , customer care is not responding!!!! Very irresponsible of them @AmazonHelp @amazon ..."
2253,"@amazonIN On 18 Nov, I placed 2 Orders # 408-5861326-2425901
&amp; # 408-0704648-0760314
Both delivered next day in *single packing*. 
For Size issues I requested exchange, next day (20 Nov) 
Next day both items returned in *single packing*.
Still awaiting exchange for both returns."
2254,"Disappointed that there are no recharge/electricity payment offers from 2 months on Amazon app 👎.
i had to do payments from some other apps. @amazonIN
@AmazonHelp"
2255,"@AmazonHelp @amazonIN  that has been done, like each time earlier as well!"
2256,It's been 4 days I am trying to get solution for this particular order I can't contect manufactureras they are not present in india and after sales service are not present whatsoever @AmazonHelp @amazonIN https://t.co/XK8ZAxI27X
